ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
4,A,Standard,31,Analytical Methods & GeoComputation,"In IDW, what generally happens when the power parameter is increased?",B,GIS&T BoK remediation: [AM-04-070] Inverse Distance Weighting — https://gistbok-topics.ucgis.org/AM-04-070 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,32,"Platforms, Sensors, Physics & Image Processing",A UAS is especially useful when a project needs what?,D,GIS&T BoK remediation: [DC-03-024] Unmanned Aerial Systems (UAS) — https://gistbok-topics.ucgis.org/DC-03-024 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,A,Standard,33,Conceptual Foundations,Which statement best distinguishes space from place?,B,GIS&T BoK remediation: [FC-03-006] Landscape and Place — https://gistbok-topics.ucgis.org/FC-03-006 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,34,Conceptual Foundations,Road intersections are nodes connected by road segments. Which conceptual structure is this?,A,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,35,Geospatial Data,What is a major strength of volunteered geographic information?,C,GIS&T BoK remediation: [DC-02-029] Volunteered Geographic Information — https://gistbok-topics.ucgis.org/DC-02-029 | Blueprint domain resource: https://geospacebok.eu/GD
4,A,Standard,36,Cartography & Visualization,Why is area perception a concern in proportional-symbol maps?,B,GIS&T BoK remediation: [CV-04-011] Common Thematic Map Types — https://gistbok-topics.ucgis.org/CV-04-011 | Blueprint domain resource: https://geospacebok.eu/CV
4,A,Standard,37,Design of Systems,Spatial MapReduce is designed primarily to do what?,A,GIS&T BoK remediation: [CP-04-007] Spatial MapReduce — https://gistbok-topics.ucgis.org/CP-04-007 | Blueprint domain resource: https://geospacebok.eu/DA
4,A,Standard,38,Cartography & Visualization,Why should type size and weight vary across labels?,B,GIS&T BoK remediation: [CV-03-010] Typography — https://gistbok-topics.ucgis.org/CV-03-010 | Blueprint domain resource: https://geospacebok.eu/CV
4,A,Standard,39,Cartography & Visualization,How can uncertainty be represented cartographically?,B,GIS&T BoK remediation: [CV-04-018] Representing Uncertainty — https://gistbok-topics.ucgis.org/CV-04-018 | Blueprint domain resource: https://geospacebok.eu/CV
4,A,Standard,40,GI & Society,A data license requires attribution. What must a downstream user do?,B,GIS&T BoK remediation: [GS-01-023] Legal Mechanisms for Sharing Geospatial Information — https://gistbok-topics.ucgis.org/GS-01-023 | Blueprint domain resource: https://geospacebok.eu/GS
4,A,Standard,41,Analytical Methods & GeoComputation,"A genetic algorithm repeatedly selects, recombines, and mutates candidate site configurations. What process is it mimicking?",C,GIS&T BoK remediation: [AM-07-078] Genetic Algorithms and Evolutionary Computing — https://gistbok-topics.ucgis.org/AM-07-078 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,42,Data Modeling,A parcel table uses ParcelID as a unique identifier. What database role does ParcelID serve?,A,GIS&T BoK remediation: [DM-01-001] Spatial Database Management Systems — https://gistbok-topics.ucgis.org/DM-01-001 | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,43,Thematic & Application Domains,"A disaster-response dashboard combines sensor feeds, road closures, shelters, and population. What system quality is most important?",B,GIS&T BoK remediation: [CP-03-018] GIS and the Internet of Intelligent Things — https://gistbok-topics.ucgis.org/CP-03-018 | Blueprint domain resource: https://geospacebok.eu/TA
4,A,Standard,44,Data Modeling,Why might NoSQL be considered for some geospatial applications?,B,GIS&T BoK remediation: [DM-01-067] NoSQL Databases — https://gistbok-topics.ucgis.org/DM-01-067 | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,45,Organizational & Institutional Aspects,What is an operating budget needed for after GIS deployment?,D,GIS&T BoK remediation: [KE-03-011] Funding — https://gistbok-topics.ucgis.org/KE-03-011 | Blueprint domain resource: https://geospacebok.eu/OI
4,A,Standard,46,Geospatial Data,Which quality dimension asks whether class labels or attributes are correct?,B,"GIS&T BoK remediation: [DM-07-057] Data Evaluation, Metadata, and Data Quality — https://gistbok-topics.ucgis.org/DM-07-057 | Blueprint domain resource: https://geospacebok.eu/GD"
4,A,Standard,47,Geospatial Data,User’s accuracy is most closely associated with which type of classification error?,A,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/GD
4,A,Standard,48,Data Modeling,What is a vertical datum used for?,D,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,49,"Platforms, Sensors, Physics & Image Processing","If NIR reflectance is 0.70 and red reflectance is 0.10, what is NDVI approximately?",C,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,A,Standard,50,Cartography & Visualization,Contours represent terrain by connecting points of what?,C,GIS&T BoK remediation: [CV-04-014] Terrain Representation — https://gistbok-topics.ucgis.org/CV-04-014 | Blueprint domain resource: https://geospacebok.eu/CV
4,A,Standard,51,Geospatial Data,A confusion matrix compares what?,A,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/GD
4,A,Standard,52,Data Modeling,"A composite key is EmployeeID + ProjectID, but EmployeeBirthdate depends only on EmployeeID. Which normalization problem is present?",A,GIS&T BoK remediation: [DM-01-003] Relational DBMS and their Spatial Extensions — https://gistbok-topics.ucgis.org/DM-01-003 | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,53,Organizational & Institutional Aspects,What is a benefit of multi-jurisdictional GIS coordination?,D,GIS&T BoK remediation: [KE-02-018] Regional Multi-Jurisdictional GIS Coordination & Collaboration — https://gistbok-topics.ucgis.org/KE-02-018 | Blueprint domain resource: https://geospacebok.eu/OI
4,A,Standard,54,Conceptual Foundations,A road network remains connected after a rubber-sheet transformation that stretches geometry without tearing. Which concept explains the preserved relationship?,A,GIS&T BoK remediation: [DM-01-028] Topological Relationships — https://gistbok-topics.ucgis.org/DM-01-028 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,55,"Platforms, Sensors, Physics & Image Processing",How many digital numbers can an 8-bit image represent per band?,D,GIS&T BoK remediation: [DC-03-016] Nature of Multispectral Image Data — https://gistbok-topics.ucgis.org/DC-03-016 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,A,Standard,56,Analytical Methods & GeoComputation,Why should GWR not automatically replace OLS whenever local coefficients can be calculated?,B,GIS&T BoK remediation: [AM-03-034] The Geographically Weighted Regression Framework — https://gistbok-topics.ucgis.org/AM-03-034 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,57,Data Modeling,Which resampling method is commonly appropriate for a continuous elevation surface when moderate smoothing is acceptable?,C,GIS&T BoK remediation: [DM-06-087] Raster resampling — https://gistbok-topics.ucgis.org/DM-06-087 | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,58,Analytical Methods & GeoComputation,"In a D8 flow-direction model, each raster cell routes flow to what?",A,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,59,Organizational & Institutional Aspects,Why can multi-organizational GIS projects fail even when the technology works?,B,GIS&T BoK remediation: [KE-02-034] Multi-Organizational GIS Coordination — https://gistbok-topics.ucgis.org/KE-02-034 | Blueprint domain resource: https://geospacebok.eu/OI
4,A,Standard,60,Data Modeling,What is a spatial data warehouse optimized for?,D,GIS&T BoK remediation: [DM-07-059] Spatial Data Warehouses — https://gistbok-topics.ucgis.org/DM-07-059 | Blueprint domain resource: https://geospacebok.eu/DM
4,A,Standard,61,Analytical Methods & GeoComputation,You need the mean precipitation value for each watershed polygon from a precipitation raster. Which operation is designed for this?,B,GIS&T BoK remediation: [AM-02-006] Grid Operations and Map Algebra — https://gistbok-topics.ucgis.org/AM-02-006 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,62,Conceptual Foundations,What is attribute accuracy?,D,GIS&T BoK remediation: [FC-04-010] GIS Data Properties — https://gistbok-topics.ucgis.org/FC-04-010 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,63,Conceptual Foundations,"In a network graph, what is node degree?",D,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,64,Geospatial Data,A census variable is reported as a count for each tract. Why can direct comparison among tracts be misleading?,B,GIS&T BoK remediation: [DC-06-028] United States Census Data — https://gistbok-topics.ucgis.org/DC-06-028 | Blueprint domain resource: https://geospacebok.eu/GD
4,A,Standard,65,Conceptual Foundations,"In a rectilinear street grid where travel is constrained to streets, which distance concept may be more relevant than straight-line distance?",A,GIS&T BoK remediation: [FC-05-042] Distance Operations — https://gistbok-topics.ucgis.org/FC-05-042 | Blueprint domain resource: https://geospacebok.eu/CF
4,A,Standard,66,Analytical Methods & GeoComputation,A floodplain layer and parcel layer must be combined so only parcel portions inside floodplains remain. Which overlay operation fits?,B,GIS&T BoK remediation: [AM-02-004] Overlay — https://gistbok-topics.ucgis.org/AM-02-004 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,67,Analytical Methods & GeoComputation,A Moran’s I value is near zero and not statistically significant. Which conclusion is most defensible?,A,GIS&T BoK remediation: [FC-05-037] Spatial Autocorrelation — https://gistbok-topics.ucgis.org/FC-05-037 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,68,Analytical Methods & GeoComputation,A line-of-sight between a proposed tower and receiver is blocked by a ridge. Which dataset is essential to that determination?,B,"GIS&T BoK remediation: [AM-04-017] Intervisibility, Line-of-Sight, and Viewsheds — https://gistbok-topics.ucgis.org/AM-04-017 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC"
4,A,Standard,69,Analytical Methods & GeoComputation,Which terrain derivative indicates the compass direction a slope faces?,A,GIS&T BoK remediation: [AM-04-055] Digital Terrain Models and Terrain Metrics — https://gistbok-topics.ucgis.org/AM-04-055 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,70,Design of Systems,Why is R widely used for geospatial research and analysis?,D,GIS&T BoK remediation: [PD-05-015] R for Geospatial Analysis and Mapping — https://gistbok-topics.ucgis.org/PD-05-015 | Blueprint domain resource: https://geospacebok.eu/DA
4,A,Standard,71,Geospatial Data,Different inspectors use inconsistent definitions of damaged. What data-quality problem is likely?,D,GIS&T BoK remediation: [DC-06-009] Field Data Capture Technologies — https://gistbok-topics.ucgis.org/DC-06-009 | Blueprint domain resource: https://geospacebok.eu/GD
4,A,Standard,72,Analytical Methods & GeoComputation,A riparian ordinance prohibits construction within 30 m of streams. Which operation should be performed first?,C,GIS&T BoK remediation: [AM-02-003] Buffers — https://gistbok-topics.ucgis.org/AM-02-003 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,A,Standard,73,Web-Based GIS,A web map displays thousands of points and becomes sluggish. Which strategy is most likely to help?,C,GIS&T BoK remediation: [CP-04-014] Web GIS — https://gistbok-topics.ucgis.org/CP-04-014 | Blueprint domain resource: https://geospacebok.eu/WB
4,A,Standard,74,Design of Systems,Why is load balancing useful for web GIS?,C,GIS&T BoK remediation: [CP-01-008] Spatial Cloud Computing — https://gistbok-topics.ucgis.org/CP-01-008 | Blueprint domain resource: https://geospacebok.eu/DA
4,A,Standard,75,Design of Systems,What type of GIS workload is especially well suited to GPU acceleration?,D,GIS&T BoK remediation: [CP-01-006] Graphics Processing Units (GPUs) — https://gistbok-topics.ucgis.org/CP-01-006 | Blueprint domain resource: https://geospacebok.eu/DA
4,B,More Challenging,1,Conceptual Foundations,A planning or environmental GIS project encounters the following situation. A GPS point is measured repeatedly within 0.5 m of itself but is 8 m from surveyed truth. How is it characterized?,B,GIS&T BoK remediation: [FC-07-024] Conceptual Models of Error and Uncertainty — https://gistbok-topics.ucgis.org/FC-07-024 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,2,Cartography & Visualization,A GIS analyst is completing a routine professional workflow. Why can a north arrow be unnecessary on some maps?,D,GIS&T BoK remediation: [CV-06-021] Map Reading — https://gistbok-topics.ucgis.org/CV-06-021 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,3,Thematic & Application Domains,A county GIS office is reviewing an analysis before publication. A civil engineer needs earthwork cut and fill volumes for a road project. Which data are essential?,D,GIS&T BoK remediation: [DA-004] GIS&T and Civil Engineering — https://gistbok-topics.ucgis.org/DA-004 | Blueprint domain resource: https://geospacebok.eu/TA
4,B,More Challenging,4,Data Modeling,A student analyst has valid input data and must choose the next appropriate GIS step. Which description correctly characterizes a conceptual data model?,D,GIS&T BoK remediation: [DM-01-034] Conceptual Data Models — https://gistbok-topics.ucgis.org/DM-01-034 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,5,"Platforms, Sensors, Physics & Image Processing",A project team wants a defensible software-agnostic GIS approach. Why does ocean acoustic imaging use sound rather than visible light for many underwater measurements?,B,GIS&T BoK remediation: [DC-03-033] Acoustic Imaging of the Oceans — https://gistbok-topics.ucgis.org/DC-03-033 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,6,Analytical Methods & GeoComputation,"During QA/QC, an analyst must decide which GIS concept or method applies. Which interpolation method weights nearby observations more heavily with influence declining directly with distance, without fitting a variogram?",D,GIS&T BoK remediation: [AM-04-070] Inverse Distance Weighting — https://gistbok-topics.ucgis.org/AM-04-070 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,7,"Platforms, Sensors, Physics & Image Processing",A planning or environmental GIS project encounters the following situation. What do first-return LiDAR points commonly correspond to?,B,GIS&T BoK remediation: [DC-03-027] Light Detection and Ranging (LiDAR) — https://gistbok-topics.ucgis.org/DC-03-027 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,8,Cartography & Visualization,A GIS analyst is completing a routine professional workflow. Which color scheme is most appropriate for ordered low-to-high values with no meaningful midpoint?,D,GIS&T BoK remediation: [CV-03-009] Color Theory — https://gistbok-topics.ucgis.org/CV-03-009 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,9,Data Modeling,A county GIS office is reviewing an analysis before publication. What does an R-tree spatial index organize hierarchically?,C,GIS&T BoK remediation: [DM-03-066] Spatial Indexing — https://gistbok-topics.ucgis.org/DM-03-066 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,10,Design of Systems,A student analyst has valid input data and must choose the next appropriate GIS step. Why should sensitive API keys not be embedded openly in client-side JavaScript?,C,GIS&T BoK remediation: [PD-03-019] GIS APIs — https://gistbok-topics.ucgis.org/PD-03-018 | Blueprint domain resource: https://geospacebok.eu/DA
4,B,More Challenging,11,Organizational & Institutional Aspects,A project team wants a defensible software-agnostic GIS approach. Which description correctly characterizes a possible advantage of a decentralized GIS organizational model?,C,GIS&T BoK remediation: [KE-03-033] Organizational Models for GIS Management — https://gistbok-topics.ucgis.org/KE-03-033 | Blueprint domain resource: https://geospacebok.eu/OI
4,B,More Challenging,12,Analytical Methods & GeoComputation,"During QA/QC, an analyst must decide which GIS concept or method applies. To estimate vegetation canopy height from LiDAR-derived surfaces, which difference is commonly calculated?",D,GIS&T BoK remediation: [AM-04-099] LiDAR Point Cloud Analysis — https://gistbok-topics.ucgis.org/AM-04-099 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,13,"Platforms, Sensors, Physics & Image Processing",A planning or environmental GIS project encounters the following situation. A geostationary satellite is especially suitable for what?,C,GIS&T BoK remediation: [DC-03-026] Remote Sensing Platforms — https://gistbok-topics.ucgis.org/DC-03-026 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,14,Conceptual Foundations,A GIS analyst is completing a routine professional workflow. Which description correctly characterizes positional accuracy?,A,GIS&T BoK remediation: [FC-07-024] Conceptual Models of Error and Uncertainty — https://gistbok-topics.ucgis.org/FC-07-024 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,15,Organizational & Institutional Aspects,A county GIS office is reviewing an analysis before publication. Why is training a core GIS implementation cost?,C,GIS&T BoK remediation: [KE-01-025] GIS&T Education and Training — https://gistbok-topics.ucgis.org/KE-01-025 | Blueprint domain resource: https://geospacebok.eu/OI
4,B,More Challenging,16,GI & Society,A student analyst has valid input data and must choose the next appropriate GIS step. Why can aggregation choices matter greatly in legislative redistricting?,B,GIS&T BoK remediation: [GS-02-020] Aggregation of Spatial Entities and Legislative Redistricting — https://gistbok-topics.ucgis.org/GS-02-020 | Blueprint domain resource: https://geospacebok.eu/GS
4,B,More Challenging,17,Geospatial Data,A project team wants a defensible software-agnostic GIS approach. Producer’s accuracy is most closely associated with which type of classification error?,D,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,18,Thematic & Application Domains,"During QA/QC, an analyst must decide which GIS concept or method applies. Why are yield maps often combined with soil and terrain layers?",D,GIS&T BoK remediation: [DA-001] GIS&T and Agriculture — https://gistbok-topics.ucgis.org/DA-001 | Blueprint domain resource: https://geospacebok.eu/TA
4,B,More Challenging,19,Design of Systems,A planning or environmental GIS project encounters the following situation. Which description correctly characterizes unit testing intended to verify?,A,"GIS&T BoK remediation: [PD-02-005] Design, Development, Testing, and Deployment of GIS Applications — https://gistbok-topics.ucgis.org/PD-02-005 | Blueprint domain resource: https://geospacebok.eu/DA"
4,B,More Challenging,20,Analytical Methods & GeoComputation,A GIS analyst is completing a routine professional workflow. Which polygon-neighbor rule treats features sharing either an edge or a corner as neighbors?,A,GIS&T BoK remediation: [AM-03-011] Spatial Statistics — https://gistbok-topics.ucgis.org/AM-03-011 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,21,Geospatial Data,A county GIS office is reviewing an analysis before publication. Why should timestamps be captured with field observations when conditions change rapidly?,A,GIS&T BoK remediation: [DC-06-009] Field Data Capture Technologies — https://gistbok-topics.ucgis.org/DC-06-009 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,22,Data Modeling,A student analyst has valid input data and must choose the next appropriate GIS step. Why do spatial indexes improve many spatial queries?,A,GIS&T BoK remediation: [DM-03-066] Spatial Indexing — https://gistbok-topics.ucgis.org/DM-03-066 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,23,"Platforms, Sensors, Physics & Image Processing",A project team wants a defensible software-agnostic GIS approach. What does radiometric resolution describe?,B,GIS&T BoK remediation: [DC-03-016] Nature of Multispectral Image Data — https://gistbok-topics.ucgis.org/DC-03-016 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,24,"Platforms, Sensors, Physics & Image Processing","During QA/QC, an analyst must decide which GIS concept or method applies. How does hyperspectral imagery differ from typical multispectral imagery?",D,GIS&T BoK remediation: [DC-03-031] Hyperspectral Remote Sensing — https://gistbok-topics.ucgis.org/DC-03-031 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,25,Conceptual Foundations,A planning or environmental GIS project encounters the following situation. A map emphasizes some places and omits others. What should a critical map reader remember?,A,GIS&T BoK remediation: [FC-03-020] The power of maps — https://gistbok-topics.ucgis.org/FC-03-020 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,26,Conceptual Foundations,A GIS analyst is completing a routine professional workflow. A projection preserves local angles and shapes but distorts area. Which property is being preserved?,D,GIS&T BoK remediation: [CV-03-006] Map Projections — https://gistbok-topics.ucgis.org/CV-03-006 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,27,Conceptual Foundations,A county GIS office is reviewing an analysis before publication. A map designed to show directions accurately from one central location should consider which projection family?,A,GIS&T BoK remediation: [CV-03-006] Map Projections — https://gistbok-topics.ucgis.org/CV-03-006 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,28,Cartography & Visualization,A student analyst has valid input data and must choose the next appropriate GIS step. Which color scheme is most appropriate for values diverging around a meaningful midpoint such as zero change?,D,GIS&T BoK remediation: [CV-03-009] Color Theory — https://gistbok-topics.ucgis.org/CV-03-009 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,29,Thematic & Application Domains,A project team wants a defensible software-agnostic GIS approach. A watershed manager wants likely erosion-prone slopes near streams. Which combination is appropriate?,B,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/TA
4,B,More Challenging,30,Cartography & Visualization,"During QA/QC, an analyst must decide which GIS concept or method applies. Which description correctly characterizes responsive web-map design?",B,GIS&T BoK remediation: [CV-05-040] Mobile Maps and Responsive Design — https://gistbok-topics.ucgis.org/CV-05-040 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,31,Analytical Methods & GeoComputation,"A planning or environmental GIS project encounters the following situation. In IDW, what generally happens when the power parameter is increased?",C,GIS&T BoK remediation: [AM-04-070] Inverse Distance Weighting — https://gistbok-topics.ucgis.org/AM-04-070 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,32,"Platforms, Sensors, Physics & Image Processing",A GIS analyst is completing a routine professional workflow. A UAS is especially useful when a project needs what?,B,GIS&T BoK remediation: [DC-03-024] Unmanned Aerial Systems (UAS) — https://gistbok-topics.ucgis.org/DC-03-024 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,33,Conceptual Foundations,A county GIS office is reviewing an analysis before publication. Which statement best distinguishes space from place?,B,GIS&T BoK remediation: [FC-03-006] Landscape and Place — https://gistbok-topics.ucgis.org/FC-03-006 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,34,Conceptual Foundations,A student analyst has valid input data and must choose the next appropriate GIS step. Road intersections are nodes connected by road segments. Which conceptual structure is this?,A,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/CF
4,B,More Challenging,35,Geospatial Data,A project team wants a defensible software-agnostic GIS approach. Which description correctly characterizes a major strength of volunteered geographic information?,C,GIS&T BoK remediation: [DC-02-029] Volunteered Geographic Information — https://gistbok-topics.ucgis.org/DC-02-029 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,36,Cartography & Visualization,"During QA/QC, an analyst must decide which GIS concept or method applies. Why is area perception a concern in proportional-symbol maps?",B,GIS&T BoK remediation: [CV-04-011] Common Thematic Map Types — https://gistbok-topics.ucgis.org/CV-04-011 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,37,Design of Systems,A planning or environmental GIS project encounters the following situation. Spatial MapReduce is designed primarily to do what?,A,GIS&T BoK remediation: [CP-04-007] Spatial MapReduce — https://gistbok-topics.ucgis.org/CP-04-007 | Blueprint domain resource: https://geospacebok.eu/DA
4,B,More Challenging,38,Cartography & Visualization,A GIS analyst is completing a routine professional workflow. Why should type size and weight vary across labels?,A,GIS&T BoK remediation: [CV-03-010] Typography — https://gistbok-topics.ucgis.org/CV-03-010 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,39,Cartography & Visualization,A county GIS office is reviewing an analysis before publication. How can uncertainty be represented cartographically?,C,GIS&T BoK remediation: [CV-04-018] Representing Uncertainty — https://gistbok-topics.ucgis.org/CV-04-018 | Blueprint domain resource: https://geospacebok.eu/CV
4,B,More Challenging,40,GI & Society,A student analyst has valid input data and must choose the next appropriate GIS step. A data license requires attribution. What must a downstream user do?,D,GIS&T BoK remediation: [GS-01-023] Legal Mechanisms for Sharing Geospatial Information — https://gistbok-topics.ucgis.org/GS-01-023 | Blueprint domain resource: https://geospacebok.eu/GS
4,B,More Challenging,41,Analytical Methods & GeoComputation,"A project team wants a defensible software-agnostic GIS approach. A genetic algorithm repeatedly selects, recombines, and mutates candidate site configurations. What process is it mimicking?",D,GIS&T BoK remediation: [AM-07-078] Genetic Algorithms and Evolutionary Computing — https://gistbok-topics.ucgis.org/AM-07-078 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
4,B,More Challenging,42,Data Modeling,"During QA/QC, an analyst must decide which GIS concept or method applies. A parcel table uses ParcelID as a unique identifier. What database role does ParcelID serve?",A,GIS&T BoK remediation: [DM-01-001] Spatial Database Management Systems — https://gistbok-topics.ucgis.org/DM-01-001 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,43,Thematic & Application Domains,"A planning or environmental GIS project encounters the following situation. A disaster-response dashboard combines sensor feeds, road closures, shelters, and population. What system quality is most important?",C,GIS&T BoK remediation: [CP-03-018] GIS and the Internet of Intelligent Things — https://gistbok-topics.ucgis.org/CP-03-018 | Blueprint domain resource: https://geospacebok.eu/TA
4,B,More Challenging,44,Data Modeling,A GIS analyst is completing a routine professional workflow. Why might NoSQL be considered for some geospatial applications?,D,GIS&T BoK remediation: [DM-01-067] NoSQL Databases — https://gistbok-topics.ucgis.org/DM-01-067 | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,45,Organizational & Institutional Aspects,A county GIS office is reviewing an analysis before publication. Which description correctly characterizes an operating budget needed for after GIS deployment?,D,GIS&T BoK remediation: [KE-03-011] Funding — https://gistbok-topics.ucgis.org/KE-03-011 | Blueprint domain resource: https://geospacebok.eu/OI
4,B,More Challenging,46,Geospatial Data,A student analyst has valid input data and must choose the next appropriate GIS step. Which quality dimension asks whether class labels or attributes are correct?,D,"GIS&T BoK remediation: [DM-07-057] Data Evaluation, Metadata, and Data Quality — https://gistbok-topics.ucgis.org/DM-07-057 | Blueprint domain resource: https://geospacebok.eu/GD"
4,B,More Challenging,47,Geospatial Data,A project team wants a defensible software-agnostic GIS approach. User’s accuracy is most closely associated with which type of classification error?,A,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/GD
4,B,More Challenging,48,Data Modeling,"During QA/QC, an analyst must decide which GIS concept or method applies. Which description correctly characterizes a vertical datum used for?",C,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/DM
4,B,More Challenging,49,"Platforms, Sensors, Physics & Image Processing","A planning or environmental GIS project encounters the following situation. If NIR reflectance is 0.70 and red reflectance is 0.10, what is NDVI approximately?",D,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
4,B,More Challenging,50,Cartography & Visualization,A GIS analyst is completing a routine professional workflow. Contours represent terrain by connecting points of what?,A,GIS&T BoK remediation: [CV-04-014] Terrain Representation — https://gistbok-topics.ucgis.org/CV-04-014 | Blueprint domain resource: https://geospacebok.eu/CV
